课堂名称,1班周二34节,时间,原始心率
,,11:25:24,112
,,11:25:25,111
,,11:25:26,111
,,11:25:27,111
,,11:25:28,110
,,11:25:29,110
,,11:25:30,107
,,11:25:31,107
,,11:25:32,107
,,11:25:33,106
,,11:25:34,106
,,11:25:35,106
,,11:25:36,106
,,11:25:37,106
,,11:25:38,106
,,11:25:39,106
,,11:25:40,106
,,11:25:41,106
,,11:25:42,106
,,11:25:43,106
,,11:25:44,106
,,11:25:45,106
,,11:25:46,106
,,11:25:47,106
,,11:25:48,106
,,11:25:49,106
,,11:25:50,106
,,11:25:51,106
,,11:25:52,106
,,11:25:53,106
,,11:25:54,106
,,11:25:55,107
,,11:25:56,107
,,11:25:57,107
,,11:25:58,107
,,11:25:59,108
,,11:26:00,108
,,11:26:01,108
,,11:26:02,108
,,11:26:03,109
,,11:26:04,109
,,11:26:05,108
,,11:26:06,108
,,11:26:07,109
,,11:26:08,109
,,11:26:09,109
,,11:26:10,109
,,11:26:11,109
,,11:26:12,109
,,11:26:13,109
,,11:26:14,110
,,11:26:15,110
,,11:26:16,110
,,11:26:17,110
,,11:26:18,110
,,11:26:19,110
,,11:26:20,110
,,11:26:21,110
,,11:26:22,110
,,11:26:23,110
,,11:26:24,110
,,11:26:25,110
,,11:26:26,110
,,11:26:27,110
,,11:26:28,110
,,11:26:29,110
,,11:26:30,110
,,11:26:31,110
,,11:26:32,110
,,11:26:33,110
,,11:26:34,110
,,11:26:35,111
,,11:26:36,111
,,11:26:37,111
,,11:26:38,111
,,11:26:39,112
,,11:26:40,112
,,11:26:41,114
,,11:26:42,115
,,11:26:43,115
,,11:26:44,116
,,11:26:45,117
,,11:26:46,118
,,11:26:47,118
,,11:26:48,118
,,11:26:49,119
,,11:26:50,119
,,11:26:51,120
,,11:26:52,120
,,11:26:53,120
,,11:26:54,121
,,11:26:55,121
,,11:26:56,122
,,11:26:57,122
,,11:26:58,122
,,11:26:59,123
,,11:27:00,123
,,11:27:01,123
,,11:27:02,123
,,11:27:03,122
,,11:27:04,122
,,11:27:05,122
,,11:27:06,121
,,11:27:07,121
,,11:27:08,121
,,11:27:09,121
,,11:27:10,121
,,11:27:11,122
,,11:27:12,122
,,11:27:13,122
,,11:27:14,122
,,11:27:15,122
,,11:27:16,122
,,11:27:17,121
,,11:27:18,121
,,11:27:19,121
,,11:27:20,121
,,11:27:21,121
,,11:27:22,122
,,11:27:23,122
,,11:27:24,122
,,11:27:25,123
,,11:27:26,123
,,11:27:27,123
,,11:27:28,123
,,11:27:29,123
,,11:27:30,123
,,11:27:31,123
,,11:27:32,123
,,11:27:33,123
,,11:27:34,123
,,11:27:35,123
,,11:27:36,123
,,11:27:37,123
,,11:27:38,123
,,11:27:39,123
,,11:27:40,124
,,11:27:41,124
,,11:27:42,124
,,11:27:43,125
,,11:27:44,125
,,11:27:45,128
,,11:27:46,129
,,11:27:47,130
,,11:27:48,131
,,11:27:49,131
,,11:27:50,132
,,11:27:51,131
,,11:27:52,131
,,11:27:53,130
,,11:27:54,130
,,11:27:55,130
,,11:27:56,130
,,11:27:57,129
,,11:27:58,129
,,11:27:59,129
,,11:28:00,129
,,11:28:01,129
,,11:28:02,129
,,11:28:03,129
,,11:28:04,127
,,11:28:05,126
,,11:28:06,125
,,11:28:07,124
,,11:28:08,123
,,11:28:09,122
,,11:28:10,122
,,11:28:11,122
,,11:28:12,121
,,11:28:13,123
,,11:28:14,125
,,11:28:15,126
,,11:28:16,126
,,11:28:17,130
,,11:28:18,130
,,11:28:19,134
,,11:28:20,136
,,11:28:21,136
,,11:28:22,139
,,11:28:23,141
,,11:28:24,142
,,11:28:25,143
,,11:28:26,143
,,11:28:27,144
,,11:28:28,144
,,11:28:29,144
,,11:28:30,143
,,11:28:31,143
,,11:28:32,143
,,11:28:33,142
,,11:28:34,141
,,11:28:35,140
,,11:28:36,140
,,11:28:37,139
,,11:28:38,139
,,11:28:39,139
,,11:28:40,139
,,11:28:41,139
,,11:28:42,139
,,11:28:43,139
,,11:28:44,139
,,11:28:45,139
,,11:28:46,138
,,11:28:47,138
,,11:28:48,138
,,11:28:49,138
,,11:28:50,138
,,11:28:51,138
,,11:28:52,138
,,11:28:53,137
,,11:28:54,137
,,11:28:55,137
,,11:28:56,136
,,11:28:57,136
,,11:28:58,135
,,11:28:59,134
,,11:29:00,133
,,11:29:01,133
,,11:29:02,131
,,11:29:03,131
,,11:29:04,130
,,11:29:05,129
,,11:29:06,129
,,11:29:07,129
,,11:29:08,129
,,11:29:09,129
,,11:29:10,128
,,11:29:11,128
,,11:29:12,129
,,11:29:13,128
,,11:29:14,128
,,11:29:15,128
,,11:29:16,129
,,11:29:17,130
,,11:29:18,131
,,11:29:19,131
,,11:29:20,133
,,11:29:21,133
,,11:29:22,134
,,11:29:23,134
,,11:29:24,135
,,11:29:25,135
,,11:29:26,135
,,11:29:27,135
,,11:29:28,135
,,11:29:29,135
,,11:29:30,135
,,11:29:31,135
,,11:29:32,135
,,11:29:33,135
,,11:29:34,134
,,11:29:35,135
,,11:29:36,136
,,11:29:37,136
,,11:29:38,136
,,11:29:39,135
,,11:29:40,135
,,11:29:41,134
,,11:29:42,133
,,11:29:43,133
,,11:29:44,133
,,11:29:45,133
,,11:29:46,132
,,11:29:47,132
,,11:29:48,132
,,11:29:49,132
,,11:29:50,131
,,11:29:51,131
,,11:29:52,131
,,11:29:53,131
,,11:29:54,130
,,11:29:55,130
,,11:29:56,130
,,11:29:57,130
,,11:29:58,130
,,11:29:59,130
,,11:30:00,130
,,11:30:01,130
,,11:30:02,130
,,11:30:03,130
,,11:30:04,130
,,11:30:05,130
,,11:30:06,129
,,11:30:07,129
,,11:30:08,128
,,11:30:09,128
,,11:30:10,127
,,11:30:11,127
,,11:30:12,127
,,11:30:13,127
,,11:30:14,127
,,11:30:15,127
,,11:30:16,126
,,11:30:17,126
,,11:30:18,126
,,11:30:19,126
,,11:30:20,126
,,11:30:21,126
,,11:30:22,126
,,11:30:23,126
,,11:30:24,126
,,11:30:25,126
,,11:30:26,126
,,11:30:27,126
,,11:30:28,126
,,11:30:29,126
,,11:30:30,126
,,11:30:31,125
,,11:30:32,125
,,11:30:33,125
,,11:30:34,125
,,11:30:35,125
,,11:30:36,124
,,11:30:37,124
,,11:30:38,124
,,11:30:39,124
,,11:30:40,122
,,11:30:41,122
,,11:30:42,121
,,11:30:43,121
,,11:30:44,121
,,11:30:45,121
,,11:30:46,121
,,11:30:47,120
,,11:30:48,119
,,11:30:49,119
,,11:30:50,119
,,11:30:51,119
,,11:30:52,118
,,11:30:53,118
,,11:30:54,118
,,11:30:55,117
,,11:30:56,117
,,11:30:57,116
,,11:30:58,115
,,11:30:59,115
,,11:31:00,115
,,11:31:01,116
,,11:31:02,116
,,11:31:03,116
,,11:31:04,116
,,11:31:05,116
,,11:31:06,117
,,11:31:07,117
,,11:31:08,118
,,11:31:09,118
,,11:31:10,117
,,11:31:11,117
,,11:31:12,117
,,11:31:13,117
,,11:31:14,117
,,11:31:15,116
,,11:31:16,116
,,11:31:17,116
,,11:31:18,116
,,11:31:19,116
,,11:31:20,116
,,11:31:21,117
,,11:31:22,117
,,11:31:23,117
,,11:31:24,117
,,11:31:25,117
,,11:31:26,117
,,11:31:27,117
,,11:31:28,117
,,11:31:29,116
,,11:31:30,116
,,11:31:31,116
,,11:31:32,115
,,11:31:33,114
,,11:31:34,114
,,11:31:35,113
,,11:31:36,113
,,11:31:37,112
,,11:31:38,111
,,11:31:39,111
,,11:31:40,111
,,11:31:41,111
,,11:31:42,110
,,11:31:43,109
,,11:31:44,109
,,11:31:45,109
,,11:31:46,108
,,11:31:47,108
,,11:31:48,108
,,11:31:49,107
,,11:31:50,107
,,11:31:51,107
,,11:31:52,107
,,11:31:53,107
,,11:31:54,107
,,11:31:55,108
,,11:31:56,108
,,11:31:57,108
,,11:31:58,109
,,11:31:59,110
,,11:32:00,110
,,11:32:01,110
,,11:32:02,110
,,11:32:03,110
,,11:32:04,110
,,11:32:05,111
,,11:32:06,111
,,11:32:07,111
,,11:32:08,112
,,11:32:09,112
,,11:32:10,112
,,11:32:11,112
,,11:32:12,112
,,11:32:13,112
,,11:32:14,112
,,11:32:15,112
,,11:32:16,112
,,11:32:17,112
,,11:32:18,111
,,11:32:19,111
,,11:32:20,111
,,11:32:21,111
,,11:32:22,111
,,11:32:23,111
,,11:32:24,111
,,11:32:25,111
,,11:32:26,111
,,11:32:27,111
,,11:32:28,111
,,11:32:29,111
,,11:32:30,110
,,11:32:31,110
,,11:32:32,109
,,11:32:33,109
,,11:32:34,109
,,11:32:35,108
,,11:32:36,108
,,11:32:37,108
,,11:32:38,108
,,11:32:39,108
,,11:32:40,108
,,11:32:41,108
,,11:32:42,108
,,11:32:43,108
,,11:32:44,108
,,11:32:45,108
,,11:32:46,107
,,11:32:47,107
,,11:32:48,106
,,11:32:49,106
,,11:32:50,106
,,11:32:51,105
,,11:32:52,105
,,11:32:53,105
,,11:32:54,104
,,11:32:55,104
,,11:32:56,103
,,11:32:57,103
,,11:32:58,102
,,11:32:59,102
,,11:33:00,101
,,11:33:01,101
,,11:33:02,101
,,11:33:03,100
,,11:33:04,100
,,11:33:05,100
,,11:33:06,100
,,11:33:07,100
,,11:33:08,100
,,11:33:09,100
,,11:33:10,100
,,11:33:11,101
,,11:33:12,102
,,11:33:13,102
,,11:33:14,103
,,11:33:15,103
,,11:33:16,103
,,11:33:17,103
,,11:33:18,103
,,11:33:19,103
,,11:33:20,103
,,11:33:21,102
,,11:33:22,102
,,11:33:23,102
,,11:33:24,102
,,11:33:25,102
,,11:33:26,100
,,11:33:27,100
,,11:33:28,100
,,11:33:29,101
,,11:33:30,102
,,11:33:31,103
,,11:33:32,104
,,11:33:33,104
,,11:33:34,108
,,11:33:35,110
,,11:33:36,112
,,11:33:37,115
,,11:33:38,115
,,11:33:39,117
,,11:33:40,118
,,11:33:41,119
,,11:33:42,119
,,11:33:43,118
,,11:33:44,118
,,11:33:45,118
,,11:33:46,117
,,11:33:47,117
,,11:33:48,117
,,11:33:49,117
,,11:33:50,117
,,11:33:51,117
,,11:33:52,117
,,11:33:53,117
,,11:33:54,117
,,11:33:55,117
,,11:33:56,117
,,11:33:57,116
,,11:33:58,115
,,11:33:59,114
,,11:34:00,113
,,11:34:01,113
,,11:34:02,113
,,11:34:03,114
,,11:34:04,114
,,11:34:05,114
,,11:34:06,114
,,11:34:07,114
,,11:34:08,114
,,11:34:09,114
,,11:34:10,114
,,11:34:11,113
,,11:34:12,113
,,11:34:13,112
,,11:34:14,112
,,11:34:15,111
,,11:34:16,111
,,11:34:17,111
,,11:34:18,110
,,11:34:19,110
,,11:34:20,110
,,11:34:21,110
,,11:34:22,110
,,11:34:23,109
,,11:34:24,109
,,11:34:25,109
,,11:34:26,109
,,11:34:27,109
,,11:34:28,109
,,11:34:29,110
,,11:34:30,110
,,11:34:31,110
,,11:34:32,110
,,11:34:33,111
,,11:34:34,112
,,11:34:35,113
,,11:34:36,114
,,11:34:37,114
,,11:34:38,115
,,11:34:39,115
,,11:34:40,115
,,11:34:41,115
,,11:34:42,115
,,11:34:43,114
,,11:34:44,114
,,11:34:45,114
,,11:34:46,114
,,11:34:47,114
,,11:34:48,113
,,11:34:49,112
,,11:34:50,111
,,11:34:51,111
,,11:34:52,111
,,11:34:53,111
,,11:34:54,111
,,11:34:55,111
,,11:34:56,111
,,11:34:57,111
,,11:34:58,111
,,11:34:59,110
,,11:35:00,110
,,11:35:01,109
,,11:35:02,109
,,11:35:03,109
,,11:35:04,109
,,11:35:05,109
,,11:35:06,109
,,11:35:07,110
,,11:35:08,110
,,11:35:09,110
,,11:35:10,110
,,11:35:11,110
,,11:35:12,110
,,11:35:13,109
,,11:35:14,108
,,11:35:15,108
,,11:35:16,108
,,11:35:17,107
,,11:35:18,107
,,11:35:19,107
,,11:35:20,107
,,11:35:21,107
,,11:35:22,108
,,11:35:23,108
,,11:35:24,108
,,11:35:25,109
,,11:35:26,109
,,11:35:27,109
,,11:35:28,109
,,11:35:29,109
,,11:35:30,109
,,11:35:31,109
,,11:35:32,108
,,11:35:33,108
,,11:35:34,108
,,11:35:35,107
,,11:35:36,106
,,11:35:37,105
,,11:35:38,105
,,11:35:39,104
,,11:35:40,103
,,11:35:41,103
,,11:35:42,103
,,11:35:43,103
,,11:35:44,103
,,11:35:45,103
,,11:35:46,103
,,11:35:47,104
,,11:35:48,104
,,11:35:49,104
,,11:35:50,104
,,11:35:51,104
,,11:35:52,104
,,11:35:53,104
,,11:35:54,105
,,11:35:55,105
,,11:35:56,106
,,11:35:57,106
,,11:35:58,106
上课时间,2022.10.04 11:22:15 -  11:36:16,11:22:16,104
学生姓名,马婧怡3,11:22:17,104
,,11:22:18,105
,,11:22:19,105
,,11:22:20,106
,,11:22:21,108
,,11:22:22,108
,,11:22:23,109
,,11:22:24,109
,,11:22:25,109
,,11:22:26,110
,,11:22:27,110
,,11:22:28,111
,,11:22:29,112
,,11:22:30,112
,,11:22:31,113
,,11:22:32,114
,,11:22:33,114
,,11:22:34,118
,,11:22:35,119
,,11:22:36,119
,,11:22:37,119
,,11:22:38,122
,,11:22:39,123
,,11:22:40,123
,,11:22:41,124
,,11:22:42,126
,,11:22:43,126
,,11:22:44,126
,,11:22:45,126
,,11:22:46,127
,,11:22:47,128
,,11:22:48,128
,,11:22:49,128
,,11:22:50,128
,,11:22:51,128
,,11:22:52,128
,,11:22:53,127
,,11:22:54,127
,,11:22:55,127
,,11:22:56,126
,,11:22:57,126
,,11:22:58,126
,,11:22:59,125
,,11:23:00,125
,,11:23:01,125
,,11:23:02,125
,,11:23:03,124
,,11:23:04,124
,,11:23:05,124
,,11:23:06,124
,,11:23:07,124
,,11:23:08,124
,,11:23:09,124
,,11:23:10,123
,,11:23:11,123
,,11:23:12,122
,,11:23:13,122
,,11:23:14,122
,,11:23:15,122
,,11:23:16,122
,,11:23:17,121
,,11:23:18,121
,,11:23:19,121
,,11:23:20,121
,,11:23:21,122
,,11:23:22,123
,,11:23:23,123
,,11:23:24,124
,,11:23:25,125
,,11:23:26,125
,,11:23:27,127
,,11:23:28,127
,,11:23:29,127
,,11:23:30,129
,,11:23:31,129
,,11:23:32,129
,,11:23:33,129
,,11:23:34,130
,,11:23:35,131
,,11:23:36,131
,,11:23:37,132
,,11:23:38,133
,,11:23:39,134
,,11:23:40,134
,,11:23:41,134
,,11:23:42,134
,,11:23:43,134
,,11:23:44,134
,,11:23:45,134
,,11:23:46,133
,,11:23:47,133
,,11:23:48,133
,,11:23:49,132
,,11:23:50,132
,,11:23:51,132
,,11:23:52,130
,,11:23:53,130
,,11:23:54,130
,,11:23:55,128
,,11:23:56,128
,,11:23:57,127
,,11:23:58,127
,,11:23:59,126
,,11:24:00,126
,,11:24:01,126
,,11:24:02,126
,,11:24:03,126
,,11:24:04,126
,,11:24:05,126
,,11:24:06,126
,,11:24:07,126
,,11:24:08,126
,,11:24:09,126
,,11:24:10,126
,,11:24:11,124
,,11:24:12,124
,,11:24:13,123
,,11:24:14,123
,,11:24:15,122
,,11:24:16,122
,,11:24:17,121
,,11:24:18,121
,,11:24:19,121
,,11:24:20,120
,,11:24:21,120
,,11:24:22,120
,,11:24:23,119
,,11:24:24,119
,,11:24:25,117
,,11:24:26,117
,,11:24:27,116
,,11:24:28,115
,,11:24:29,115
,,11:24:30,115
,,11:24:31,115
,,11:24:32,115
,,11:24:33,114
,,11:24:34,113
,,11:24:35,112
,,11:24:36,112
,,11:24:37,111
,,11:24:38,111
,,11:24:39,111
,,11:24:40,110
,,11:24:41,110
,,11:24:42,109
,,11:24:43,109
,,11:24:44,108
,,11:24:45,107
,,11:24:46,107
,,11:24:47,107
,,11:24:48,107
,,11:24:49,107
,,11:24:50,107
,,11:24:51,107
,,11:24:52,107
,,11:24:53,106
,,11:24:54,106
,,11:24:55,106
,,11:24:56,105
,,11:24:57,105
,,11:24:58,104
,,11:24:59,104
,,11:25:00,103
,,11:25:01,103
,,11:25:02,100
,,11:25:03,100
,,11:25:04,99
,,11:25:05,99
,,11:25:06,98
,,11:25:07,97
,,11:25:08,97
,,11:25:09,97
,,11:25:10,97
,,11:25:11,98
,,11:25:12,99
,,11:25:13,99
,,11:25:14,99
,,11:25:15,100
,,11:25:16,102
,,11:25:17,102
,,11:25:18,106
,,11:25:19,108
,,11:25:20,110
,,11:25:21,110
,,11:25:22,113
,,11:25:23,113
,,11:25:24,114
,,11:25:25,114
,,11:25:26,114
,,11:25:27,113
,,11:25:28,113
,,11:25:29,113
,,11:25:30,112
,,11:25:31,112
,,11:25:32,112
,,11:25:33,112
,,11:25:34,114
,,11:25:35,114
,,11:25:36,114
,,11:25:37,115
,,11:25:38,115
,,11:25:39,115
,,11:25:40,116
,,11:25:41,115
,,11:25:42,115
,,11:25:43,115
,,11:25:44,115
,,11:25:45,115
,,11:25:46,115
,,11:25:47,115
,,11:25:48,115
,,11:25:49,114
,,11:25:50,114
,,11:25:51,114
,,11:25:52,114
,,11:25:53,115
,,11:25:54,115
,,11:25:55,115
,,11:25:56,115
,,11:25:57,115
,,11:25:58,115
,,11:25:59,114
,,11:26:00,113
,,11:26:01,113
,,11:26:02,111
,,11:26:03,111
,,11:26:04,110
,,11:26:05,110
,,11:26:06,110
,,11:26:07,110
,,11:26:08,110
,,11:26:09,110
,,11:26:10,110
,,11:26:11,111
,,11:26:12,111
,,11:26:13,111
,,11:26:14,112
,,11:26:15,113
,,11:26:16,114
,,11:26:17,114
,,11:26:18,114
,,11:26:19,115
,,11:26:20,115
,,11:26:21,115
,,11:26:22,115
,,11:26:23,116
,,11:26:24,116
,,11:26:25,116
,,11:26:26,116
,,11:26:27,116
,,11:26:28,116
,,11:26:29,116
,,11:26:30,116
,,11:26:31,116
,,11:26:32,116
,,11:26:33,116
,,11:26:34,116
,,11:26:35,116
,,11:26:36,117
,,11:26:37,117
,,11:26:38,116
,,11:26:39,116
,,11:26:40,116
,,11:26:41,116
,,11:26:42,117
,,11:26:43,117
,,11:26:44,117
,,11:26:45,117
,,11:26:46,117
,,11:26:47,117
,,11:26:48,117
,,11:26:49,117
,,11:26:50,118
,,11:26:51,119
,,11:26:52,119
,,11:26:53,119
,,11:26:54,120
,,11:26:55,120
,,11:26:56,120
,,11:26:57,120
,,11:26:58,120
,,11:26:59,120
,,11:27:00,120
,,11:27:01,120
,,11:27:02,120
,,11:27:03,120
,,11:27:04,120
,,11:27:05,118
,,11:27:06,117
,,11:27:07,117
,,11:27:08,117
,,11:27:09,115
,,11:27:10,114
,,11:27:11,113
,,11:27:12,112
,,11:27:13,112
,,11:27:14,111
,,11:27:15,111
,,11:27:16,112
,,11:27:17,113
,,11:27:18,113
,,11:27:19,114
,,11:27:20,114
,,11:27:21,114
,,11:27:22,115
,,11:27:23,115
,,11:27:24,115
,,11:27:25,116
,,11:27:26,116
,,11:27:27,117
,,11:27:28,117
,,11:27:29,119
,,11:27:30,120
,,11:27:31,120
,,11:27:32,122
,,11:27:33,122
,,11:27:34,121
,,11:27:35,121
,,11:27:36,120
,,11:27:37,118
,,11:27:38,117
,,11:27:39,117
,,11:27:40,115
,,11:27:41,115
,,11:27:42,114
,,11:27:43,114
,,11:27:44,114
,,11:27:45,114
,,11:27:46,115
,,11:27:47,116
,,11:27:48,117
,,11:27:49,118
,,11:27:50,119
,,11:27:51,118
,,11:27:52,118
,,11:27:53,118
,,11:27:54,117
,,11:27:55,117
,,11:27:56,117
,,11:27:57,118
,,11:27:58,119
,,11:27:59,119
,,11:28:00,121
,,11:28:01,121
,,11:28:02,122
,,11:28:03,121
,,11:28:04,121
,,11:28:05,120
,,11:28:06,120
,,11:28:07,120
,,11:28:08,118
,,11:28:09,118
,,11:28:10,118
,,11:28:11,118
,,11:28:12,118
,,11:28:13,117
,,11:28:14,119
,,11:28:15,119
,,11:28:16,121
,,11:28:17,122
,,11:28:18,123
,,11:28:19,125
,,11:28:20,125
,,11:28:21,128
,,11:28:22,128
,,11:28:23,130
,,11:28:24,131
,,11:28:25,131
,,11:28:26,132
,,11:28:27,132
,,11:28:28,132
,,11:28:29,132
,,11:28:30,132
,,11:28:31,132
,,11:28:32,132
,,11:28:33,132
,,11:28:34,132
,,11:28:35,132
,,11:28:36,131
,,11:28:37,131
,,11:28:38,131
,,11:28:39,131
,,11:28:40,131
,,11:28:41,131
,,11:28:42,132
,,11:28:43,132
,,11:28:44,133
,,11:28:45,133
,,11:28:46,133
,,11:28:47,134
,,11:28:48,135
,,11:28:49,135
,,11:28:50,135
,,11:28:51,135
,,11:28:52,135
,,11:28:53,135
,,11:28:54,135
,,11:28:55,133
,,11:28:56,133
,,11:28:57,131
,,11:28:58,130
,,11:28:59,130
,,11:29:00,129
,,11:29:01,128
,,11:29:02,128
,,11:29:03,127
,,11:29:04,128
,,11:29:05,128
,,11:29:06,128
,,11:29:07,129
,,11:29:08,129
,,11:29:09,129
,,11:29:10,130
,,11:29:11,131
,,11:29:12,132
,,11:29:13,132
,,11:29:14,132
,,11:29:15,132
,,11:29:16,132
,,11:29:17,132
,,11:29:18,132
,,11:29:19,133
,,11:29:20,134
,,11:29:21,135
,,11:29:22,135
,,11:29:23,136
,,11:29:24,139
,,11:29:25,140
,,11:29:26,140
,,11:29:27,141
,,11:29:28,142
,,11:29:29,143
,,11:29:30,143
,,11:29:31,142
,,11:29:32,142
,,11:29:33,140
,,11:29:34,140
,,11:29:35,140
,,11:29:36,139
,,11:29:37,139
,,11:29:38,138
,,11:29:39,137
,,11:29:40,137
,,11:29:41,137
,,11:29:42,136
,,11:29:43,136
,,11:29:44,136
,,11:29:45,135
,,11:29:46,135
,,11:29:47,135
,,11:29:48,133
,,11:29:49,133
,,11:29:50,129
,,11:29:51,127
,,11:29:52,127
,,11:29:53,125
,,11:29:54,125
,,11:29:55,125
,,11:29:56,125
,,11:29:57,125
,,11:29:58,125
,,11:29:59,125
,,11:30:00,125
,,11:30:01,126
,,11:30:02,126
,,11:30:03,126
,,11:30:04,126
,,11:30:05,127
,,11:30:06,127
,,11:30:07,127
,,11:30:08,127
,,11:30:09,127
,,11:30:10,127
,,11:30:11,127
,,11:30:12,127
,,11:30:13,127
,,11:30:14,127
,,11:30:15,127
,,11:30:16,127
,,11:30:17,127
,,11:30:18,127
,,11:30:19,126
,,11:30:20,126
,,11:30:21,125
,,11:30:22,125
,,11:30:23,125
,,11:30:24,125
,,11:30:25,126
,,11:30:26,126
,,11:30:27,127
,,11:30:28,128
,,11:30:29,128
,,11:30:30,129
,,11:30:31,130
,,11:30:32,130
,,11:30:33,131
,,11:30:34,131
,,11:30:35,131
,,11:30:36,131
,,11:30:37,131
,,11:30:38,131
,,11:30:39,131
,,11:30:40,132
,,11:30:41,132
,,11:30:42,131
,,11:30:43,132
,,11:30:44,133
,,11:30:45,133
,,11:30:46,134
,,11:30:47,134
,,11:30:48,135
,,11:30:49,136
,,11:30:50,136
,,11:30:51,138
,,11:30:52,138
,,11:30:53,139
,,11:30:54,139
,,11:30:55,139
,,11:30:56,140
,,11:30:57,140
,,11:30:58,141
,,11:30:59,141
,,11:31:00,142
,,11:31:01,144
,,11:31:02,146
,,11:31:03,148
,,11:31:04,148
,,11:31:05,150
,,11:31:06,153
,,11:31:07,153
,,11:31:08,157
,,11:31:09,157
,,11:31:10,160
,,11:31:11,164
,,11:31:12,168
,,11:31:13,173
,,11:31:14,173
,,11:31:15,179
,,11:31:16,181
,,11:31:17,182
,,11:31:18,182
,,11:31:19,184
,,11:31:20,184
,,11:31:21,185
,,11:31:22,185
,,11:31:23,185
,,11:31:24,185
,,11:31:25,185
,,11:31:26,186
,,11:31:27,186
,,11:31:28,185
,,11:31:29,185
,,11:31:30,185
,,11:31:31,185
,,11:31:32,185
,,11:31:33,185
,,11:31:34,185
,,11:31:35,185
,,11:31:36,186
,,11:31:37,186
,,11:31:38,186
,,11:31:39,186
,,11:31:40,186
