课堂名称,1班周二34节,时间,原始心率
,,11:15:22,175
,,11:15:23,176
,,11:15:24,176
,,11:15:25,177
,,11:15:26,178
,,11:15:27,179
,,11:15:28,180
,,11:15:29,180
,,11:15:30,180
,,11:15:31,181
,,11:15:32,182
,,11:15:33,183
,,11:15:34,183
,,11:15:35,183
,,11:15:36,184
,,11:15:37,184
,,11:15:38,184
,,11:15:39,184
,,11:15:40,185
,,11:15:41,185
,,11:15:42,186
,,11:15:43,186
,,11:15:44,187
,,11:15:45,187
,,11:15:46,188
,,11:15:47,188
,,11:15:48,189
,,11:15:49,189
,,11:15:50,190
,,11:15:51,190
,,11:15:52,191
,,11:15:53,192
,,11:15:54,192
,,11:15:55,192
,,11:15:56,193
,,11:15:57,193
,,11:15:58,193
,,11:15:59,193
,,11:16:00,193
,,11:16:01,193
,,11:16:02,192
,,11:16:03,192
,,11:16:04,192
,,11:16:05,191
,,11:16:06,191
,,11:16:07,190
,,11:16:08,191
,,11:16:09,191
,,11:16:10,191
,,11:16:11,191
,,11:16:12,192
,,11:16:13,192
,,11:16:14,192
,,11:16:15,192
,,11:16:16,193
,,11:16:17,193
,,11:16:18,193
,,11:16:19,194
,,11:16:20,194
,,11:16:21,194
,,11:16:22,194
,,11:16:23,194
,,11:16:24,194
,,11:16:25,194
,,11:16:26,194
,,11:16:27,194
,,11:16:28,195
,,11:16:29,196
,,11:16:30,196
,,11:16:31,197
,,11:16:32,197
,,11:16:33,197
,,11:16:34,196
,,11:16:35,196
,,11:16:36,196
,,11:16:37,196
,,11:16:38,195
,,11:16:39,195
,,11:16:40,195
,,11:16:41,195
,,11:16:42,195
,,11:16:43,194
,,11:16:44,194
,,11:16:45,194
,,11:16:46,193
,,11:16:47,193
,,11:16:48,193
,,11:16:49,192
,,11:16:50,192
,,11:16:51,192
,,11:16:52,192
,,11:16:53,192
,,11:16:54,193
,,11:16:55,193
,,11:16:56,194
,,11:16:57,194
,,11:16:58,194
,,11:16:59,194
,,11:17:00,195
,,11:17:01,195
,,11:17:02,196
,,11:17:03,196
,,11:17:04,196
,,11:17:05,196
,,11:17:06,196
,,11:17:07,196
,,11:17:08,196
,,11:17:09,196
,,11:17:10,196
,,11:17:11,196
,,11:17:12,196
,,11:17:13,196
,,11:17:14,196
,,11:17:15,196
,,11:17:16,196
,,11:17:17,196
,,11:17:18,196
,,11:17:19,196
,,11:17:20,196
,,11:17:21,196
,,11:17:22,196
,,11:17:23,196
,,11:17:24,196
,,11:17:25,196
,,11:17:26,195
,,11:17:27,195
,,11:17:28,194
,,11:17:29,194
,,11:17:30,194
,,11:17:31,194
,,11:17:32,193
,,11:17:33,193
,,11:17:34,193
,,11:17:35,193
,,11:17:36,194
,,11:17:37,194
,,11:17:38,195
,,11:17:39,195
,,11:17:40,196
,,11:17:41,196
,,11:17:42,196
,,11:17:43,196
,,11:17:44,196
,,11:17:45,196
,,11:17:46,196
,,11:17:47,196
,,11:17:48,196
,,11:17:49,195
,,11:17:50,195
,,11:17:51,196
,,11:17:52,196
,,11:17:53,196
,,11:17:54,195
,,11:17:55,195
,,11:17:56,194
,,11:17:57,194
,,11:17:58,194
,,11:17:59,194
,,11:18:00,194
,,11:18:01,194
,,11:18:02,194
,,11:18:03,194
,,11:18:04,194
,,11:18:05,195
,,11:18:06,196
,,11:18:07,196
,,11:18:08,196
,,11:18:09,197
,,11:18:10,197
,,11:18:11,196
,,11:18:12,196
,,11:18:13,196
,,11:18:14,195
,,11:18:15,194
,,11:18:16,194
,,11:18:17,192
,,11:18:18,192
,,11:18:19,192
,,11:18:20,191
,,11:18:21,191
,,11:18:22,191
,,11:18:23,190
,,11:18:24,190
,,11:18:25,190
,,11:18:26,189
,,11:18:27,188
,,11:18:28,188
,,11:18:29,188
,,11:18:30,187
,,11:18:31,187
,,11:18:32,186
,,11:18:33,186
,,11:18:34,186
,,11:18:35,186
,,11:18:36,186
,,11:18:37,185
,,11:18:38,185
,,11:18:39,184
,,11:18:40,183
,,11:18:41,183
,,11:18:42,182
,,11:18:43,182
,,11:18:44,182
,,11:18:45,181
,,11:18:46,181
,,11:18:47,181
,,11:18:48,181
,,11:18:49,180
,,11:18:50,180
,,11:18:51,181
,,11:18:52,181
,,11:18:53,181
,,11:18:54,182
,,11:18:55,182
,,11:18:56,183
,,11:18:57,183
,,11:18:58,183
,,11:18:59,183
,,11:19:00,182
,,11:19:01,182
,,11:19:02,183
,,11:19:03,183
,,11:19:04,183
,,11:19:05,182
,,11:19:06,181
,,11:19:07,180
,,11:19:08,180
,,11:19:09,178
,,11:19:10,176
,,11:19:11,176
,,11:19:12,174
,,11:19:13,166
,,11:19:14,164
,,11:19:15,164
,,11:19:16,161
,,11:19:17,161
,,11:19:18,161
,,11:19:19,160
,,11:19:20,159
,,11:19:21,159
,,11:19:22,158
,,11:19:23,158
,,11:19:24,158
,,11:19:25,157
,,11:19:26,156
,,11:19:27,156
,,11:19:28,155
,,11:19:29,154
,,11:19:30,154
,,11:19:31,153
,,11:19:32,153
,,11:19:33,153
,,11:19:34,152
,,11:19:35,152
,,11:19:36,152
,,11:19:37,151
,,11:19:38,150
,,11:19:39,150
,,11:19:40,149
,,11:19:41,149
,,11:19:42,149
,,11:19:43,149
,,11:19:44,148
,,11:19:45,148
,,11:19:46,148
,,11:19:47,148
,,11:19:48,148
,,11:19:49,149
,,11:19:50,149
,,11:19:51,149
,,11:19:52,150
,,11:19:53,151
,,11:19:54,152
,,11:19:55,152
,,11:19:56,154
,,11:19:57,154
,,11:19:58,154
,,11:19:59,155
,,11:20:00,155
,,11:20:01,156
,,11:20:02,156
,,11:20:03,158
,,11:20:04,159
,,11:20:05,160
,,11:20:06,160
,,11:20:07,161
,,11:20:08,163
,,11:20:09,163
,,11:20:10,164
,,11:20:11,164
,,11:20:12,165
,,11:20:13,165
,,11:20:14,164
,,11:20:15,164
,,11:20:16,164
,,11:20:17,163
,,11:20:18,162
,,11:20:19,162
,,11:20:20,161
,,11:20:21,159
,,11:20:22,159
,,11:20:23,157
,,11:20:24,156
,,11:20:25,156
,,11:20:26,154
,,11:20:27,153
,,11:20:28,153
,,11:20:29,152
,,11:20:30,151
,,11:20:31,150
,,11:20:32,150
,,11:20:33,150
,,11:20:34,150
,,11:20:35,150
,,11:20:36,149
,,11:20:37,149
,,11:20:38,149
,,11:20:39,149
,,11:20:40,149
,,11:20:41,148
,,11:20:42,148
,,11:20:43,147
,,11:20:44,147
,,11:20:45,147
,,11:20:46,147
,,11:20:47,146
,,11:20:48,146
,,11:20:49,146
,,11:20:50,146
,,11:20:51,146
,,11:20:52,146
,,11:20:53,146
,,11:20:54,146
,,11:20:55,146
,,11:20:56,146
,,11:20:57,146
,,11:20:58,145
,,11:20:59,145
,,11:21:00,145
,,11:21:01,145
,,11:21:02,145
,,11:21:03,144
,,11:21:04,144
,,11:21:05,143
,,11:21:06,143
,,11:21:07,143
,,11:21:08,143
,,11:21:09,142
,,11:21:10,141
,,11:21:11,141
,,11:21:12,141
,,11:21:13,140
,,11:21:14,140
,,11:21:15,140
,,11:21:16,140
,,11:21:17,140
,,11:21:18,140
,,11:21:19,140
,,11:21:20,140
,,11:21:21,140
,,11:21:22,139
,,11:21:23,139
,,11:21:24,138
,,11:21:25,138
,,11:21:26,138
,,11:21:27,138
,,11:21:28,138
,,11:21:29,138
,,11:21:30,138
,,11:21:31,138
,,11:21:32,138
,,11:21:33,139
,,11:21:34,140
,,11:21:35,140
,,11:21:36,140
,,11:21:37,140
,,11:21:38,141
,,11:21:39,141
,,11:21:40,140
,,11:21:41,140
,,11:21:42,140
,,11:21:43,140
,,11:21:44,140
,,11:21:45,139
,,11:21:46,139
,,11:21:47,139
,,11:21:48,139
,,11:21:49,139
,,11:21:50,139
,,11:21:51,140
,,11:21:52,140
,,11:21:53,140
,,11:21:54,141
,,11:21:55,141
,,11:21:56,141
,,11:21:57,141
,,11:21:58,141
,,11:21:59,141
,,11:22:00,140
,,11:22:01,140
,,11:22:02,139
,,11:22:03,139
,,11:22:04,139
,,11:22:05,138
,,11:22:06,138
,,11:22:07,138
,,11:22:08,138
,,11:22:09,138
,,11:22:10,139
,,11:22:11,139
,,11:22:12,139
,,11:22:13,139
,,11:22:14,140
,,11:22:15,140
,,11:22:16,139
,,11:22:17,139
,,11:22:18,139
,,11:22:19,139
,,11:22:20,140
,,11:22:21,140
,,11:22:22,140
,,11:22:23,140
,,11:22:24,140
,,11:22:25,140
,,11:22:26,140
,,11:22:27,140
,,11:22:28,140
,,11:22:29,140
,,11:22:30,140
,,11:22:31,140
,,11:22:32,141
,,11:22:33,142
,,11:22:34,143
,,11:22:35,144
,,11:22:36,144
,,11:22:37,145
,,11:22:38,145
,,11:22:39,145
,,11:22:40,144
,,11:22:41,144
,,11:22:42,144
,,11:22:43,144
,,11:22:44,144
,,11:22:45,144
,,11:22:46,144
,,11:22:47,144
,,11:22:48,144
,,11:22:49,143
,,11:22:50,142
,,11:22:51,141
,,11:22:52,140
,,11:22:53,140
,,11:22:54,140
,,11:22:55,140
,,11:22:56,141
,,11:22:57,141
,,11:22:58,142
,,11:22:59,143
,,11:23:00,143
,,11:23:01,145
,,11:23:02,148
,,11:23:03,150
,,11:23:04,152
,,11:23:05,153
,,11:23:06,153
,,11:23:07,157
,,11:23:08,158
,,11:23:09,160
,,11:23:10,162
,,11:23:11,162
,,11:23:12,163
,,11:23:13,168
,,11:23:14,169
,,11:23:15,169
,,11:23:16,169
,,11:23:17,170
,,11:23:18,170
,,11:23:19,170
,,11:23:20,171
,,11:23:21,171
,,11:23:22,171
,,11:23:23,171
,,11:23:24,172
,,11:23:25,172
,,11:23:26,172
,,11:23:27,172
,,11:23:28,172
,,11:23:29,172
,,11:23:30,171
,,11:23:31,171
,,11:23:32,170
,,11:23:33,170
,,11:23:34,169
,,11:23:35,169
,,11:23:36,169
,,11:23:37,168
,,11:23:38,167
,,11:23:39,167
,,11:23:40,166
,,11:23:41,166
,,11:23:42,166
,,11:23:43,165
,,11:23:44,164
,,11:23:45,164
,,11:23:46,163
,,11:23:47,161
,,11:23:48,160
,,11:23:49,160
,,11:23:50,159
,,11:23:51,159
,,11:23:52,158
,,11:23:53,155
,,11:23:54,155
,,11:23:55,154
,,11:23:56,152
,,11:23:57,152
,,11:23:58,152
,,11:23:59,152
,,11:24:00,153
,,11:24:01,153
,,11:24:02,153
,,11:24:03,154
,,11:24:04,154
,,11:24:05,154
,,11:24:06,154
,,11:24:07,153
,,11:24:08,152
,,11:24:09,152
,,11:24:10,152
,,11:24:11,151
,,11:24:12,151
,,11:24:13,151
,,11:24:14,151
,,11:24:15,151
,,11:24:16,150
,,11:24:17,150
,,11:24:18,150
,,11:24:19,149
,,11:24:20,148
,,11:24:21,148
,,11:24:22,147
,,11:24:23,147
,,11:24:24,147
,,11:24:25,148
,,11:24:26,148
,,11:24:27,148
,,11:24:28,148
,,11:24:29,148
,,11:24:30,149
,,11:24:31,149
,,11:24:32,149
,,11:24:33,149
,,11:24:34,149
,,11:24:35,149
,,11:24:36,149
,,11:24:37,149
,,11:24:38,148
,,11:24:39,148
,,11:24:40,148
,,11:24:41,148
,,11:24:42,148
,,11:24:43,148
,,11:24:44,148
,,11:24:45,148
,,11:24:46,148
,,11:24:47,147
,,11:24:48,145
,,11:24:49,145
,,11:24:50,143
,,11:24:51,143
,,11:24:52,142
,,11:24:53,142
,,11:24:54,141
,,11:24:55,141
,,11:24:56,140
,,11:24:57,140
,,11:24:58,140
,,11:24:59,140
,,11:25:00,140
,,11:25:01,140
,,11:25:02,140
,,11:25:03,140
,,11:25:04,140
,,11:25:05,140
,,11:25:06,141
,,11:25:07,141
,,11:25:08,141
,,11:25:09,141
,,11:25:10,140
,,11:25:11,139
,,11:25:12,138
,,11:25:13,138
,,11:25:14,138
,,11:25:15,137
,,11:25:16,137
,,11:25:17,138
,,11:25:18,138
,,11:25:19,138
,,11:25:20,137
,,11:25:21,137
,,11:25:22,137
,,11:25:23,139
,,11:25:24,139
,,11:25:25,139
,,11:25:26,140
,,11:25:27,140
,,11:25:28,141
,,11:25:29,141
,,11:25:30,141
,,11:25:31,141
,,11:25:32,141
,,11:25:33,141
,,11:25:34,141
,,11:25:35,142
,,11:25:36,142
,,11:25:37,142
,,11:25:38,142
,,11:25:39,142
,,11:25:40,141
,,11:25:41,141
,,11:25:42,140
,,11:25:43,140
,,11:25:44,140
,,11:25:45,140
,,11:25:46,140
,,11:25:47,140
,,11:25:48,140
,,11:25:49,140
,,11:25:50,140
,,11:25:51,140
,,11:25:52,141
,,11:25:53,142
,,11:25:54,142
,,11:25:55,142
,,11:25:56,142
,,11:25:57,141
,,11:25:58,141
,,11:25:59,141
,,11:26:00,141
,,11:26:01,142
,,11:26:02,142
,,11:26:03,142
,,11:26:04,142
上课时间,2022.09.27 11:13:06 -  11:27:07,11:13:10,100
学生姓名,李博10,11:13:11,100
,,11:13:12,100
,,11:13:13,100
,,11:13:14,100
,,11:13:15,100
,,11:13:16,100
,,11:13:17,100
,,11:13:18,100
,,11:13:19,100
,,11:13:20,100
,,11:13:21,100
,,11:13:22,100
,,11:13:23,100
,,11:13:24,100
,,11:13:25,100
,,11:13:26,100
,,11:13:27,100
,,11:13:28,100
,,11:13:29,100
,,11:13:30,100
,,11:13:31,100
,,11:13:32,100
,,11:13:33,100
,,11:13:34,100
,,11:13:35,100
,,11:13:36,100
,,11:13:37,100
,,11:13:38,100
,,11:13:39,100
,,11:13:40,100
,,11:13:41,100
,,11:13:42,100
,,11:13:43,100
,,11:13:44,100
,,11:13:45,100
,,11:13:46,100
,,11:13:47,100
,,11:13:48,100
,,11:13:49,100
,,11:13:50,100
,,11:13:51,100
,,11:13:52,100
,,11:13:53,100
,,11:13:54,100
,,11:13:55,100
,,11:13:56,100
,,11:13:57,100
,,11:13:58,100
,,11:13:59,100
,,11:14:00,100
,,11:14:01,100
,,11:14:02,100
,,11:14:03,100
,,11:14:04,100
,,11:14:05,100
,,11:14:06,100
,,11:14:07,100
,,11:14:08,100
,,11:14:09,100
,,11:14:10,100
,,11:14:11,100
,,11:14:12,100
,,11:14:13,100
,,11:14:14,100
,,11:14:15,100
,,11:14:16,100
,,11:14:17,100
,,11:14:18,100
,,11:14:19,100
,,11:14:20,100
,,11:14:21,100
,,11:14:22,100
,,11:14:23,100
,,11:14:24,100
,,11:14:25,100
,,11:14:26,100
,,11:14:27,100
,,11:14:28,100
,,11:14:29,100
,,11:14:30,100
,,11:14:31,100
,,11:14:32,100
,,11:14:33,100
,,11:14:34,100
,,11:14:35,100
,,11:14:36,100
,,11:14:37,100
,,11:14:38,100
,,11:14:39,100
,,11:14:40,100
,,11:14:41,100
,,11:14:42,100
,,11:14:43,100
,,11:14:44,100
,,11:14:45,100
,,11:14:46,100
,,11:14:47,100
,,11:14:48,100
,,11:14:49,100
,,11:14:50,100
,,11:14:51,100
,,11:14:52,100
,,11:14:53,100
,,11:14:54,100
,,11:14:55,100
,,11:14:56,100
,,11:14:57,100
,,11:14:58,100
,,11:14:59,100
,,11:15:00,100
,,11:15:01,100
,,11:15:02,100
,,11:15:03,100
,,11:15:04,100
,,11:15:05,100
,,11:15:06,100
,,11:15:07,100
,,11:15:08,100
,,11:15:09,100
,,11:15:10,100
,,11:15:11,100
,,11:15:12,100
,,11:15:13,100
,,11:15:14,100
,,11:15:15,100
,,11:15:16,100
,,11:15:17,100
,,11:15:18,100
,,11:15:19,100
,,11:15:20,100
,,11:15:21,100
,,11:15:22,100
,,11:15:23,100
,,11:15:24,100
,,11:15:25,100
,,11:15:26,100
,,11:15:27,100
,,11:15:28,100
,,11:15:29,100
,,11:15:30,100
,,11:15:31,100
,,11:15:32,100
,,11:15:33,100
,,11:15:34,100
,,11:15:35,100
,,11:15:36,100
,,11:15:37,100
,,11:15:38,100
,,11:15:39,100
,,11:15:40,100
,,11:15:41,100
,,11:15:42,100
,,11:15:43,100
,,11:15:44,100
,,11:15:45,100
,,11:15:46,100
,,11:15:47,100
,,11:15:48,100
,,11:15:49,100
,,11:15:50,100
,,11:15:51,100
,,11:15:52,100
,,11:15:53,100
,,11:15:54,100
,,11:15:55,100
,,11:15:56,100
,,11:15:57,100
,,11:15:58,100
,,11:15:59,100
,,11:16:00,100
,,11:16:01,100
,,11:16:02,100
,,11:16:03,100
,,11:16:04,100
,,11:16:05,100
,,11:16:06,100
,,11:16:07,100
,,11:16:08,100
,,11:16:09,100
,,11:16:10,100
,,11:16:11,100
,,11:16:12,100
,,11:16:13,100
,,11:16:14,100
,,11:16:15,100
,,11:16:16,100
,,11:16:17,100
,,11:16:18,100
,,11:16:19,100
,,11:16:20,100
,,11:16:21,100
,,11:16:22,100
,,11:16:23,100
,,11:16:24,100
,,11:16:25,100
,,11:16:26,100
,,11:16:27,100
,,11:16:28,100
,,11:16:29,100
,,11:16:30,100
,,11:16:31,100
,,11:16:32,100
,,11:16:33,100
,,11:16:34,100
,,11:16:35,100
,,11:16:36,100
,,11:16:37,100
,,11:16:38,100
,,11:16:39,100
,,11:16:40,100
,,11:16:41,100
,,11:16:42,100
,,11:16:43,100
,,11:16:44,100
,,11:16:45,100
,,11:16:46,100
,,11:16:47,100
,,11:16:48,100
,,11:16:49,100
,,11:16:50,100
,,11:16:51,100
,,11:16:52,100
,,11:16:53,100
,,11:16:54,100
,,11:16:55,100
,,11:16:56,100
,,11:16:57,100
,,11:16:58,100
,,11:16:59,100
,,11:17:00,100
,,11:17:01,100
,,11:17:02,100
,,11:17:03,100
,,11:17:04,100
,,11:17:05,100
,,11:17:06,100
,,11:17:07,100
,,11:17:08,100
,,11:17:09,100
,,11:17:10,100
,,11:17:11,100
,,11:17:12,100
,,11:17:13,100
,,11:17:14,100
,,11:17:15,100
,,11:17:16,100
,,11:17:17,100
,,11:17:18,100
,,11:17:19,100
,,11:17:20,100
,,11:17:21,100
,,11:17:22,100
,,11:17:23,100
,,11:17:24,100
,,11:17:25,100
,,11:17:26,100
,,11:17:27,100
,,11:17:28,100
,,11:17:29,100
,,11:17:30,100
,,11:17:31,100
,,11:17:32,100
,,11:17:33,100
,,11:17:34,100
,,11:17:35,100
,,11:17:36,100
,,11:17:37,100
,,11:17:38,100
,,11:17:39,100
,,11:17:40,100
,,11:17:41,100
,,11:17:42,100
,,11:17:43,100
,,11:17:44,100
,,11:17:45,100
,,11:17:46,100
,,11:17:47,100
,,11:17:48,100
,,11:17:49,100
,,11:17:50,100
,,11:17:51,100
,,11:17:52,100
,,11:17:53,100
,,11:17:54,100
,,11:17:55,100
,,11:17:56,100
,,11:17:57,100
,,11:17:58,100
,,11:17:59,100
,,11:18:00,100
,,11:18:01,100
,,11:18:02,100
,,11:18:03,100
,,11:18:04,100
,,11:18:05,100
,,11:18:06,100
,,11:18:07,100
,,11:18:08,100
,,11:18:09,100
,,11:18:10,100
,,11:18:11,100
,,11:18:12,100
,,11:18:13,100
,,11:18:14,100
,,11:18:15,100
,,11:18:16,100
,,11:18:17,100
,,11:18:18,100
,,11:18:19,100
,,11:18:20,100
,,11:18:21,100
,,11:18:22,100
,,11:18:23,100
,,11:18:24,100
,,11:18:25,100
,,11:18:26,100
,,11:18:27,100
,,11:18:28,100
,,11:18:29,100
,,11:18:30,100
,,11:18:31,100
,,11:18:32,100
,,11:18:33,100
,,11:18:34,100
,,11:18:35,100
,,11:18:36,100
,,11:18:37,100
,,11:18:38,100
,,11:18:39,100
,,11:18:40,100
,,11:18:41,100
,,11:18:42,100
,,11:18:43,100
,,11:18:44,100
,,11:18:45,100
,,11:18:46,100
,,11:18:47,100
,,11:18:48,100
,,11:18:49,100
,,11:18:50,100
,,11:18:51,100
,,11:18:52,100
,,11:18:53,100
,,11:18:54,100
,,11:18:55,100
,,11:18:56,100
,,11:18:57,100
,,11:18:58,100
,,11:18:59,100
,,11:19:00,100
,,11:19:01,100
,,11:19:02,100
,,11:19:03,100
,,11:19:04,100
,,11:19:05,100
,,11:19:06,100
,,11:19:07,100
,,11:19:08,100
,,11:19:09,100
,,11:19:10,100
,,11:19:11,100
,,11:19:12,100
,,11:19:13,100
,,11:19:14,100
,,11:19:15,100
,,11:19:16,100
,,11:19:17,100
,,11:19:18,100
,,11:19:19,100
,,11:19:20,100
,,11:19:21,100
,,11:19:22,100
,,11:19:23,100
,,11:19:24,100
,,11:19:25,100
,,11:19:26,100
,,11:19:27,100
,,11:19:28,100
,,11:19:29,100
,,11:19:30,100
,,11:19:31,100
,,11:19:32,100
,,11:19:33,100
,,11:19:34,100
,,11:19:35,100
,,11:19:36,100
,,11:19:37,100
,,11:19:38,100
,,11:19:39,100
,,11:19:40,100
,,11:19:41,100
,,11:19:42,100
,,11:19:43,100
,,11:19:44,100
,,11:19:45,100
,,11:19:46,100
,,11:19:47,100
,,11:19:48,100
,,11:19:49,100
,,11:19:50,100
,,11:19:51,100
,,11:19:52,100
,,11:19:53,100
,,11:19:54,100
,,11:19:55,100
,,11:19:56,100
,,11:19:57,100
,,11:19:58,100
,,11:19:59,100
,,11:20:00,100
,,11:20:01,100
,,11:20:02,100
,,11:20:03,100
,,11:20:04,100
,,11:20:05,100
,,11:20:06,100
,,11:20:07,100
,,11:20:08,100
,,11:20:09,100
,,11:20:10,100
,,11:20:11,100
,,11:20:12,100
,,11:20:13,100
,,11:20:14,100
,,11:20:15,100
,,11:20:16,100
,,11:20:17,100
,,11:20:18,100
,,11:20:19,100
,,11:20:20,100
,,11:20:21,100
,,11:20:22,100
,,11:20:23,100
,,11:20:24,100
,,11:20:25,100
,,11:20:26,100
,,11:20:27,100
,,11:20:28,100
,,11:20:29,100
,,11:20:30,100
,,11:20:31,100
,,11:20:32,100
,,11:20:33,100
,,11:20:34,100
,,11:20:35,100
,,11:20:36,100
,,11:20:37,100
,,11:20:38,100
,,11:20:39,100
,,11:20:40,100
,,11:20:41,100
,,11:20:42,100
,,11:20:43,100
,,11:20:44,100
,,11:20:45,100
,,11:20:46,100
,,11:20:47,100
,,11:20:48,100
,,11:20:49,100
,,11:20:50,100
,,11:20:51,100
,,11:20:52,100
,,11:20:53,100
,,11:20:54,100
,,11:20:55,100
,,11:20:56,100
,,11:20:57,100
,,11:20:58,100
,,11:20:59,100
,,11:21:00,100
,,11:21:01,100
,,11:21:02,100
,,11:21:03,100
,,11:21:04,100
,,11:21:05,100
,,11:21:06,100
,,11:21:07,100
,,11:21:08,100
,,11:21:09,100
,,11:21:10,100
,,11:21:11,100
,,11:21:12,100
,,11:21:13,100
,,11:21:14,100
,,11:21:15,100
,,11:21:16,100
,,11:21:17,100
,,11:21:18,100
,,11:21:19,100
,,11:21:20,100
,,11:21:21,100
,,11:21:22,100
,,11:21:23,100
,,11:21:24,100
,,11:21:25,100
,,11:21:26,100
,,11:21:27,100
,,11:21:28,100
,,11:21:29,100
,,11:21:30,100
,,11:21:31,100
,,11:21:32,100
,,11:21:33,100
,,11:21:34,100
,,11:21:35,100
,,11:21:36,100
,,11:21:37,100
,,11:21:38,100
,,11:21:39,100
,,11:21:40,100
,,11:21:41,100
,,11:21:42,100
,,11:21:43,100
,,11:21:44,100
,,11:21:45,100
,,11:21:46,100
,,11:21:47,100
,,11:21:48,100
,,11:21:49,100
,,11:21:50,100
,,11:21:51,100
,,11:21:52,100
,,11:21:53,100
,,11:21:54,100
,,11:21:55,100
,,11:21:56,100
,,11:21:57,100
,,11:21:58,100
,,11:21:59,100
,,11:22:00,100
,,11:22:01,100
,,11:22:02,100
,,11:22:03,100
,,11:22:04,100
,,11:22:05,100
,,11:22:06,100
,,11:22:07,100
,,11:22:08,100
,,11:22:09,100
,,11:22:10,100
,,11:22:11,100
,,11:22:12,100
,,11:22:13,100
,,11:22:14,100
,,11:22:15,100
,,11:22:16,100
,,11:22:17,100
,,11:22:18,100
,,11:22:19,100
,,11:22:20,100
,,11:22:21,100
,,11:22:22,100
,,11:22:23,100
,,11:22:24,100
,,11:22:25,100
,,11:22:26,100
,,11:22:27,100
,,11:22:28,100
,,11:22:29,100
,,11:22:30,100
,,11:22:31,100
,,11:22:32,100
,,11:22:33,100
,,11:22:34,100
,,11:22:35,100
,,11:22:36,100
,,11:22:37,100
,,11:22:38,100
,,11:22:39,100
,,11:22:40,100
,,11:22:41,100
,,11:22:42,100
,,11:22:43,100
,,11:22:44,100
,,11:22:45,100
,,11:22:46,100
,,11:22:47,100
,,11:22:48,100
,,11:22:49,100
,,11:22:50,100
,,11:22:51,100
,,11:22:52,100
,,11:22:53,100
,,11:22:54,100
,,11:22:55,100
,,11:22:56,100
,,11:22:57,100
,,11:22:58,100
,,11:22:59,100
,,11:23:00,100
,,11:23:01,100
,,11:23:02,100
,,11:23:03,100
,,11:23:04,100
,,11:23:05,100
,,11:23:06,100
,,11:23:07,100
,,11:23:08,100
,,11:23:09,100
,,11:23:10,100
,,11:23:11,100
,,11:23:12,100
,,11:23:13,100
,,11:23:14,100
,,11:23:15,100
,,11:23:16,100
,,11:23:17,100
,,11:23:18,100
,,11:23:19,100
,,11:23:20,100
,,11:23:21,100
,,11:23:22,100
